loco id,loco type,zone,manufacture year,cycle,totalcycles,days since service,engine temp   (C),oil pressure (bar),vibration    (mms),fuel efficiency (%),coolant temp (C),bearing temp  (C),RPM,exhaust temp (C),turbo pressure (bar),load factor (%),battery voltage (V),brake pressure (bar),RU,failure label,risk category
WDG4-1003,WDG4,CR,2010,91,134,0,78.663,3.323,1.776,92.318,76.884,61.055,900.028,326.564,1.693,71.891,23.119,3.582,43,0,Medium
WDG4-1003,WDG4,CR,2010,92,134,2,88.576,3.309,2.301,92.135,78.197,62.822,902.128,320.378,1.759,69.936,23.655,4.336,42,0,Medium
WDG4-1003,WDG4,CR,2010,93,134,4,81.663,3.427,2.574,94.066,71.532,63.117,879.167,318.111,1.811,58.569,23.624,4.092,41,0,Medium
WDG4-1003,WDG4,CR,2010,94,134,6,86.108,3.279,2.135,93.477,76.448,60.805,896.624,321.609,1.699,68.043,23.77,4.269,40,0,Medium
WDG4-1003,WDG4,CR,2010,95,134,8,90.201,3.066,1.962,93.351,75.679,62.322,881.129,334.197,1.659,78.548,23.416,4.039,39,0,Medium
WDG4-1003,WDG4,CR,2010,96,134,10,89.792,3.457,1.972,92.733,73.66,62.676,915.249,343.063,1.529,78.353,23.319,3.884,38,0,Medium
WDG4-1003,WDG4,CR,2010,97,134,12,85.407,3.248,2.058,93.855,76.56,61.421,900.406,328.538,1.726,75.265,23.46,3.702,37,0,Medium
WDG4-1003,WDG4,CR,2010,98,134,14,84.0,3.064,2.45,93.536,81.167,62.483,866.239,325.561,1.587,84.966,23.823,3.966,36,0,Medium
WDG4-1003,WDG4,CR,2010,99,134,16,86.725,3.376,2.436,91.639,79.106,59.627,897.525,326.648,1.68,82.803,23.781,4.149,35,0,Medium
WDG4-1003,WDG4,CR,2010,100,134,18,84.832,3.529,2.014,92.738,81.068,62.943,897.346,328.513,1.689,79.003,23.941,4.041,34,0,Medium
WDG4-1003,WDG4,CR,2010,101,134,20,89.513,3.362,2.569,93.153,82.298,61.6,929.081,337.082,1.769,68.346,23.618,4.303,33,0,Medium
WDG4-1003,WDG4,CR,2010,102,134,22,85.969,3.299,2.525,92.629,76.087,64.462,866.227,351.651,1.624,82.245,23.389,4.197,32,0,Medium
WDG4-1003,WDG4,CR,2010,103,134,24,84.241,3.165,2.069,91.222,74.404,64.27,897.183,322.982,1.79,77.11,23.43,4.005,31,0,Medium
WDG4-1003,WDG4,CR,2010,104,134,26,92.682,2.733,4.147,89.883,79.179,66.742,884.089,358.575,1.579,63.605,22.915,3.853,30,1,High
WDG4-1003,WDG4,CR,2010,105,134,28,98.622,2.698,3.631,89.413,81.968,65.562,866.951,362.251,1.354,76.556,23.663,3.539,29,1,High
WDG4-1003,WDG4,CR,2010,106,134,30,94.873,2.515,4.108,90.088,84.671,67.536,873.248,344.953,1.456,68.542,22.033,3.915,28,1,High
WDG4-1003,WDG4,CR,2010,107,134,32,93.705,2.476,3.895,85.803,85.352,63.95,844.543,354.019,1.327,65.519,22.989,3.584,27,1,High
WDG4-1003,WDG4,CR,2010,108,134,34,97.503,2.714,3.575,89.685,85.298,68.63,858.288,329.254,1.389,78.752,23.664,3.248,26,1,High
WDG4-1003,WDG4,CR,2010,109,134,36,96.354,2.435,3.97,86.754,83.209,68.286,847.632,362.611,1.251,70.453,22.429,3.422,25,1,High
WDG4-1003,WDG4,CR,2010,110,134,38,99.063,2.758,4.348,89.079,89.096,66.075,870.961,352.492,1.412,69.543,23.218,3.767,24,1,High
WDG4-1003,WDG4,CR,2010,111,134,40,91.683,2.197,4.233,88.562,89.137,70.322,848.411,349.376,1.484,73.81,22.568,3.445,23,1,High
WDG4-1003,WDG4,CR,2010,112,134,42,108.263,2.299,3.842,88.175,85.25,67.661,877.726,347.839,1.236,72.605,22.907,3.164,22,1,High
WDG4-1003,WDG4,CR,2010,113,134,44,100.8,2.436,3.509,88.793,88.259,68.948,865.63,362.857,1.356,79.069,23.575,3.281,21,1,High
WDG4-1003,WDG4,CR,2010,114,134,46,101.443,2.297,4.481,86.081,81.098,70.81,831.666,351.333,1.318,69.37,23.057,3.572,20,1,High
WDG4-1003,WDG4,CR,2010,115,134,48,102.039,2.21,4.583,86.944,85.369,73.24,882.146,370.79,1.19,67.832,22.479,3.573,19,1,High
WDG4-1003,WDG4,CR,2010,116,134,50,101.132,2.612,4.423,83.548,86.032,73.809,877.673,352.402,1.184,73.685,22.366,3.472,18,1,High
WDG4-1003,WDG4,CR,2010,117,134,52,106.58,1.991,5.462,86.774,86.372,77.117,826.466,358.348,1.189,71.702,21.979,3.378,17,1,High
WDG4-1003,WDG4,CR,2010,118,134,54,99.885,2.228,5.393,83.67,86.359,74.131,800.898,367.27,1.053,68.465,21.815,3.038,16,1,High
WDG4-1003,WDG4,CR,2010,119,134,56,100.573,2.137,5.153,84.994,89.158,74.223,832.823,384.261,1.138,73.668,22.495,3.405,15,1,High
WDG4-1003,WDG4,CR,2010,120,134,58,105.084,2.341,5.174,84.126,89.269,73.583,834.722,376.631,1.176,74.714,22.047,3.12,14,1,High
WDG4-1003,WDG4,CR,2010,121,134,60,105.863,2.29,5.886,85.003,91.705,76.155,804.089,365.079,1.122,73.509,22.011,3.387,13,1,High
WDG4-1003,WDG4,CR,2010,122,134,62,107.113,2.151,5.529,81.976,92.757,80.41,819.881,370.35,1.008,69.332,21.289,2.999,12,1,High
WDG4-1003,WDG4,CR,2010,123,134,64,109.05,1.983,5.848,83.511,93.514,77.175,825.348,362.453,1.148,75.308,21.423,3.421,11,1,High
WDG4-1003,WDG4,CR,2010,124,134,66,107.884,1.786,5.684,80.411,97.321,79.233,818.446,383.326,1.062,66.999,22.321,2.799,10,1,Critical
WDG4-1003,WDG4,CR,2010,125,134,68,108.725,1.954,6.222,84.568,93.954,82.754,795.052,371.562,1.059,66.092,21.705,3.047,9,1,Critical
WDG4-1003,WDG4,CR,2010,126,134,70,114.182,1.77,6.581,75.588,95.342,82.236,782.264,382.566,0.991,72.881,21.913,3.053,8,1,Critical
WDG4-1003,WDG4,CR,2010,127,134,72,113.253,1.644,6.76,81.568,97.124,80.92,806.701,392.787,0.913,73.945,21.28,2.868,7,1,Critical
WDG4-1003,WDG4,CR,2010,128,134,74,120.547,1.417,7.081,83.2,97.305,81.823,825.413,396.788,0.847,67.822,21.486,2.827,6,1,Critical
WDG4-1003,WDG4,CR,2010,129,134,76,113.929,1.654,7.103,80.57,98.714,84.799,788.234,417.106,0.876,73.302,20.597,2.622,5,1,Critical
WDG4-1003,WDG4,CR,2010,130,134,78,116.649,1.642,7.192,76.936,102.304,86.182,784.814,409.153,0.905,75.415,21.267,2.933,4,1,Critical
WDG4-1003,WDG4,CR,2010,131,134,80,124.161,1.392,7.773,78.337,104.242,87.05,780.363,397.966,0.777,71.988,20.164,2.79,3,1,Critical
WDG4-1003,WDG4,CR,2010,132,134,82,126.417,1.351,7.852,77.376,98.211,86.324,786.871,415.05,0.795,75.125,21.392,2.933,2,1,Critical
WDG4-1003,WDG4,CR,2010,133,134,84,125.406,1.175,8.139,76.31,101.619,91.105,781.366,415.998,0.859,72.682,20.46,2.624,1,1,Critical
WDG4-1003,WDG4,CR,2010,134,134,86,130.21,1.337,8.787,75.213,106.922,92.897,785.913,405.421,0.792,72.65,20.509,2.709,0,1,Critical
WDG4-1004,WDG4,ER,2018,1,109,-36,85.913,3.602,2.029,94.653,79.898,59.5,938.081,329.582,1.889,68.346,23.918,4.483,108,0,Low
WDG4-1004,WDG4,ER,2018,2,109,-34,82.369,3.539,1.985,94.129,73.687,62.362,875.227,344.151,1.744,82.245,23.689,4.377,107,0,Low
WDG4-1004,WDG4,ER,2018,3,109,-32,80.641,3.405,1.529,92.722,72.004,62.17,906.183,315.482,1.91,77.11,23.73,4.185,106,0,Low
WDG4-1004,WDG4,ER,2018,4,109,-30,80.346,3.555,2.296,95.023,70.955,59.546,914.929,332.875,1.99,63.605,23.943,4.47,105,0,Low
WDG4-1004,WDG4,ER,2018,5,109,-28,86.168,3.527,1.763,94.602,73.666,58.293,898.09,336.31,1.769,76.556,24.7,4.161,104,0,Low
WDG4-1004,WDG4,ER,2018,6,109,-26,82.236,3.354,2.212,95.352,76.246,60.145,904.863,318.636,1.875,68.542,23.086,4.544,103,0,Low
WDG4-1004,WDG4,ER,2018,7,109,-24,80.817,3.327,1.962,91.168,76.76,56.387,876.813,327.194,1.752,65.519,24.063,4.222,102,0,Low
WDG4-1004,WDG4,ER,2018,8,109,-22,84.298,3.58,1.594,95.179,76.495,60.847,891.39,301.787,1.822,78.752,24.764,3.896,101,0,Low
WDG4-1004,WDG4,ER,2018,9,109,-20,82.765,3.319,1.931,92.403,74.15,60.234,881.744,334.37,1.693,70.453,23.561,4.082,100,0,Low
WDG4-1004,WDG4,ER,2018,10,109,-18,85.023,3.662,2.242,94.909,79.736,57.705,906.261,323.342,1.864,69.543,24.388,4.441,99,0,Low
WDG4-1004,WDG4,ER,2018,11,109,-16,77.126,3.124,2.049,94.6,79.432,61.585,885.077,319.185,1.948,73.81,23.781,4.135,98,0,Low
WDG4-1004,WDG4,ER,2018,12,109,-14,93.122,3.251,1.571,94.448,75.155,58.508,915.935,316.472,1.713,72.605,24.168,3.871,97,0,Low
WDG4-1004,WDG4,ER,2018,13,109,-12,85.008,3.417,1.14,95.328,77.731,59.331,905.56,330.182,1.847,79.069,24.891,4.007,96,0,Low
WDG4-1004,WDG4,ER,2018,14,109,-10,84.934,3.309,2.004,92.905,70.091,60.68,873.495,317.217,1.824,69.37,24.433,4.319,95,0,Low
WDG4-1004,WDG4,ER,2018,15,109,-8,84.746,3.256,1.989,94.083,73.841,62.548,926.051,335.099,1.712,67.832,23.92,4.343,94,0,Low
WDG4-1004,WDG4,ER,2018,16,109,-6,82.988,3.693,1.701,91.028,73.936,62.505,923.833,315.002,1.725,73.685,23.878,4.267,93,0,Low
WDG4-1004,WDG4,ER,2018,17,109,-4,87.519,3.111,2.603,94.622,73.664,65.153,875.058,319.106,1.749,71.702,23.567,4.199,92,0,Low
WDG4-1004,WDG4,ER,2018,18,109,-2,79.84,3.39,2.386,91.913,72.995,61.458,852.101,326.053,1.634,68.465,23.485,3.888,91,0,Low
WDG4-1004,WDG4,ER,2018,19,109,0,79.477,3.343,1.989,93.659,75.094,60.792,886.813,340.936,1.742,73.668,24.253,4.285,90,0,Low
WDG4-1004,WDG4,ER,2018,20,109,2,82.871,3.594,1.842,93.239,74.46,59.346,891.678,331.064,1.803,74.714,23.898,4.032,89,0,Low
WDG4-1004,WDG4,ER,2018,21,109,4,82.466,3.593,2.376,94.591,76.107,61.061,864.188,317.138,1.773,73.509,23.961,4.332,88,0,Low
WDG4-1004,WDG4,ER,2018,22,109,6,82.465,3.506,1.832,92.066,76.325,64.412,883.301,319.9,1.685,69.332,23.343,3.98,87,0,Low
WDG4-1004,WDG4,ER,2018,23,109,8,83.085,3.393,1.953,94.129,76.203,60.224,892.267,309.361,1.854,75.308,23.586,4.439,86,0,Low
WDG4-1004,WDG4,ER,2018,24,109,10,80.535,3.254,1.582,91.585,79.088,61.279,889.041,327.459,1.796,66.999,24.6,3.856,85,0,Low
WDG4-1004,WDG4,ER,2018,25,109,12,79.925,3.482,1.902,96.323,74.754,63.749,869.502,312.787,1.823,66.092,24.105,4.144,84,0,Low
WDG4-1004,WDG4,ER,2018,26,109,14,83.865,3.36,2.034,87.951,75.13,62.131,860.746,320.75,1.786,72.881,24.439,4.192,83,0,Low
WDG4-1004,WDG4,ER,2018,27,109,16,81.351,3.3,1.975,94.566,75.856,59.666,889.393,327.795,1.741,73.945,23.939,4.052,82,0,Low
WDG4-1004,WDG4,ER,2018,28,109,18,86.995,3.142,2.048,96.86,74.937,59.371,912.493,328.488,1.709,67.822,24.282,4.057,81,0,Low
WDG4-1004,WDG4,ER,2018,29,109,20,78.66,3.45,1.813,94.918,75.201,61.1,879.88,345.364,1.773,73.302,23.536,3.899,80,0,Low
WDG4-1004,WDG4,ER,2018,30,109,22,79.596,3.511,1.634,91.999,77.602,61.187,881.203,333.837,1.84,75.415,24.355,4.26,79,0,Low
WDG4-1004,WDG4,ER,2018,31,109,24,85.257,3.337,1.938,94.142,78.306,60.711,881.673,318.941,1.75,71.988,23.406,4.168,78,0,Low
WDG4-1004,WDG4,ER,2018,32,109,26,85.595,3.376,1.729,93.949,70.996,58.591,893.28,332.183,1.807,75.125,24.793,4.364,77,0,Low
WDG4-1004,WDG4,ER,2018,33,109,28,82.601,3.281,1.719,93.678,73.082,61.93,893.051,329.156,1.912,72.682,24.027,4.11,76,0,Low
WDG4-1004,WDG4,ER,2018,34,109,30,85.354,3.528,2.059,93.403,77.018,62.231,903.053,314.471,1.887,72.65,24.247,4.251,75,0,Low
WDG4-1004,WDG4,ER,2018,35,109,32,83.881,3.57,1.834,92.494,77.679,62.456,875.227,325.183,1.795,70.107,23.96,3.883,74,0,Low
WDG4-1004,WDG4,ER,2018,36,109,34,82.414,3.311,2.115,91.728,78.311,60.405,913.354,312.017,1.755,70.283,24.408,4.13,73,0,Low
WDG4-1004,WDG4,ER,2018,37,109,36,87.266,3.423,2.309,95.16,77.492,59.68,866.454,314.248,1.719,69.221,22.821,4.041,72,0,Low
WDG4-1004,WDG4,ER,2018,38,109,38,79.444,3.343,1.648,93.826,77.907,59.35,918.752,330.038,1.82,71.93,23.398,3.953,71,0,Low
WDG4-1004,WDG4,ER,2018,39,109,40,83.712,3.357,1.95,90.962,76.78,61.024,893.976,328.059,1.937,71.418,23.637,4.49,70,0,Low
WDG4-1004,WDG4,ER,2018,40,109,42,80.415,3.651,1.551,95.366,77.338,62.014,917.901,320.025,1.615,71.23,24.375,4.011,69,0,Low
WDG4-1004,WDG4,ER,2018,41,109,44,84.25,3.306,2.151,93.97,73.822,59.314,922.266,331.686,1.743,80.854,23.931,4.325,68,0,Low
WDG4-1004,WDG4,ER,2018,42,109,46,83.283,3.537,1.942,93.188,78.35,63.57,840.987,306.803,1.621,74.329,22.781,3.931,67,0,Low
WDG4-1004,WDG4,ER,2018,43,109,48,80.278,3.501,2.213,95.069,74.247,62.275,886.876,327.637,1.727,72.129,23.408,4.203,66,0,Low
WDG4-1004,WDG4,ER,2018,44,109,50,84.768,3.588,1.762,91.718,75.421,60.161,898.377,309.955,1.802,67.548,24.152,3.899,65,0,Low
WDG4-1004,WDG4,ER,2018,45,109,52,85.689,3.229,1.975,92.452,73.439,61.332,886.649,325.451,1.854,81.467,23.581,4.158,64,0,Low
WDG4-1004,WDG4,ER,2018,46,109,54,82.116,3.366,2.461,94.488,75.592,63.991,927.923,326.454,1.604,75.757,24.388,4.024,63,0,Low
WDG4-1004,WDG4,ER,2018,47,109,56,89.509,3.117,1.645,92.668,76.087,57.298,894.628,302.552,1.874,77.2,23.259,4.055,62,0,Low
WDG4-1004,WDG4,ER,2018,48,109,58,80.731,3.342,2.561,94.719,78.312,57.629,923.046,313.343,1.829,73.089,23.437,4.036,61,0,Low
WDG4-1004,WDG4,ER,2018,49,109,60,82.733,3.338,2.592,95.548,74.395,58.549,889.47,329.609,1.687,74.714,23.49,4.154,60,0,Medium
WDG4-1004,WDG4,ER,2018,50,109,62,86.403,3.028,1.861,94.717,74.216,64.552,897.932,324.453,1.576,81.564,22.903,4.087,59,0,Medium
WDG4-1004,WDG4,ER,2018,51,109,64,79.252,3.37,2.219,91.352,73.83,62.351,901.742,326.991,1.62,56.16,23.165,4.274,58,0,Medium
WDG4-1004,WDG4,ER,2018,52,109,66,88.989,3.269,1.966,95.447,72.207,61.284,887.548,327.718,1.507,80.166,24.299,4.127,57,0,Medium
WDG4-1004,WDG4,ER,2018,53,109,68,83.943,3.454,2.332,93.019,75.783,61.581,879.927,320.103,1.794,75.873,23.526,3.831,56,0,Medium
WDG4-1004,WDG4,ER,2018,54,109,70,82.76,3.291,1.97,94.288,77.189,62.474,907.361,316.986,1.762,69.223,23.642,4.296,55,0,Medium
WDG4-1004,WDG4,ER,2018,55,109,72,87.275,3.363,1.727,92.845,79.41,59.853,898.599,333.707,1.796,71.081,23.501,4.131,54,0,Medium
WDG4-1004,WDG4,ER,2018,56,109,74,84.526,3.455,2.209,92.493,74.571,62.246,923.585,327.779,1.749,55.839,24.943,4.127,53,0,Medium
WDG4-1004,WDG4,ER,2018,57,109,76,86.667,3.315,2.242,93.682,76.977,67.726,931.073,328.687,1.749,70.807,23.776,4.226,52,0,Medium
WDG4-1004,WDG4,ER,2018,58,109,78,82.517,3.302,1.814,93.806,76.407,60.984,883.883,334.576,1.678,68.904,24.04,3.986,51,0,Medium
WDG4-1004,WDG4,ER,2018,59,109,80,87.643,3.339,2.14,90.437,78.066,63.123,875.097,324.164,1.764,74.772,23.272,3.975,50,0,Medium
WDG4-1004,WDG4,ER,2018,60,109,82,86.657,3.557,1.707,92.8,75.501,62.164,883.234,323.564,1.746,76.729,23.445,4.118,49,0,Medium
WDG4-1004,WDG4,ER,2018,61,109,84,81.033,3.685,2.154,92.574,72.012,64.915,879.119,321.875,1.672,70.85,23.811,4.285,48,0,Medium
WDG4-1004,WDG4,ER,2018,62,109,86,80.719,3.261,1.984,95.864,74.761,65.106,889.359,332.018,1.676,74.722,23.722,3.678,47,0,Medium
WDG4-1004,WDG4,ER,2018,63,109,88,90.249,3.183,2.458,92.137,73.215,60.675,890.493,318.236,1.63,71.841,22.943,3.98,46,0,Medium
WDG4-1004,WDG4,ER,2018,64,109,90,80.303,3.415,2.154,92.611,74.603,62.517,886.573,317.571,1.801,70.743,23.72,4.493,45,0,Medium
WDG4-1004,WDG4,ER,2018,65,109,92,82.838,3.369,2.429,92.261,72.684,64.261,895.805,319.772,1.621,71.758,23.708,4.344,44,0,Medium
WDG4-1004,WDG4,ER,2018,66,109,94,81.253,3.305,2.203,92.242,82.43,62.726,890.394,326.506,1.575,66.817,23.119,4.308,43,0,Medium
WDG4-1004,WDG4,ER,2018,67,109,96,82.894,3.459,1.818,94.482,81.122,60.212,890.192,315.918,1.856,68.896,23.31,4.244,42,0,Medium
WDG4-1004,WDG4,ER,2018,68,109,98,82.714,3.246,2.247,92.398,77.372,62.342,899.602,327.749,1.714,73.419,23.49,3.81,41,0,Medium
WDG4-1004,WDG4,ER,2018,69,109,100,82.963,3.432,2.092,93.506,74.003,63.583,869.576,322.813,1.722,79.039,24.035,4.388,40,0,Medium
WDG4-1004,WDG4,ER,2018,70,109,102,91.237,3.419,2.228,92.774,76.959,60.72,874.693,336.694,1.696,80.058,24.267,4.248,39,0,Medium
WDG4-1004,WDG4,ER,2018,71,109,104,79.415,3.162,2.634,93.952,80.002,58.898,876.516,335.884,1.825,70.95,24.051,4.207,38,0,Medium
WDG4-1004,WDG4,ER,2018,72,109,106,82.737,3.443,2.442,93.587,74.953,63.161,885.095,317.292,1.789,64.46,23.956,4.226,37,0,Medium
WDG4-1004,WDG4,ER,2018,73,109,108,80.546,3.243,2.014,92.386,74.888,60.48,895.201,323.282,1.717,67.027,23.114,4.162,36,0,Medium
WDG4-1004,WDG4,ER,2018,74,109,110,82.212,3.325,2.591,93.171,76.977,63.698,911.319,328.836,1.701,70.156,23.39,4.082,35,0,Medium
WDG4-1004,WDG4,ER,2018,75,109,112,83.803,3.589,2.383,92.227,80.681,64.181,880.001,330.798,1.751,81.255,23.671,3.965,34,0,Medium
WDG4-1004,WDG4,ER,2018,76,109,114,83.756,3.243,1.997,90.951,74.183,61.935,879.183,332.449,1.825,69.481,23.55,4.376,33,0,Medium
WDG4-1004,WDG4,ER,2018,77,109,116,86.356,3.153,2.078,90.429,80.524,62.165,877.442,304.507,1.721,67.397,23.83,3.979,32,0,Medium
WDG4-1004,WDG4,ER,2018,78,109,118,89.303,3.423,2.361,93.788,79.449,60.11,877.268,317.853,1.908,69.182,23.805,3.893,31,0,Medium
WDG4-1004,WDG4,ER,2018,79,109,120,88.363,2.875,2.763,87.906,84.097,64.72,842.202,351.935,1.433,75.726,22.839,3.688,30,1,High
WDG4-1004,WDG4,ER,2018,80,109,122,89.865,3.054,3.087,91.476,83.145,70.5,845.592,328.227,1.559,68.95,22.776,3.502,29,1,High
WDG4-1004,WDG4,ER,2018,81,109,124,90.601,2.923,2.894,88.84,80.387,64.848,857.077,350.536,1.473,70.489,23.764,3.918,28,1,High
WDG4-1004,WDG4,ER,2018,82,109,126,89.948,2.772,3.565,87.903,84.568,68.703,877.071,341.245,1.489,72.954,23.268,3.314,27,1,High
WDG4-1004,WDG4,ER,2018,83,109,128,92.8,2.882,3.793,87.448,83.892,72.663,937.832,336.42,1.511,65.975,22.992,4.004,26,1,High
WDG4-1004,WDG4,ER,2018,84,109,130,93.256,2.882,3.512,91.78,80.849,68.526,885.266,348.629,1.441,79.799,23.222,3.579,25,1,High
WDG4-1004,WDG4,ER,2018,85,109,132,89.615,2.674,3.575,87.954,84.823,67.331,874.173,343.834,1.385,65.289,23.312,4.032,24,1,High
WDG4-1004,WDG4,ER,2018,86,109,134,94.555,2.666,3.521,88.251,82.354,70.287,853.071,361.535,1.311,74.117,23.2,3.683,23,1,High
WDG4-1004,WDG4,ER,2018,87,109,136,91.35,2.542,3.696,89.204,83.552,64.618,845.289,344.004,1.531,71.009,23.217,3.602,22,1,High
WDG4-1004,WDG4,ER,2018,88,109,138,93.7,2.464,4.209,88.72,83.818,71.006,842.265,353.275,1.18,66.682,22.056,3.77,21,1,High
WDG4-1004,WDG4,ER,2018,89,109,140,95.641,2.578,4.061,88.322,83.367,68.127,886.397,341.406,1.539,68.891,23.041,3.597,20,1,High
WDG4-1004,WDG4,ER,2018,90,109,142,99.569,2.589,3.843,89.362,83.705,66.633,879.553,352.44,1.453,60.394,22.756,3.425,19,1,High
WDG4-1004,WDG4,ER,2018,91,109,144,102.732,2.677,4.222,85.383,81.172,67.918,857.568,362.43,1.388,70.011,22.124,4.217,18,1,High
WDG4-1004,WDG4,ER,2018,92,109,146,98.911,2.353,3.944,87.845,84.427,71.299,820.377,346.971,1.274,80.876,22.584,3.424,17,1,High
WDG4-1004,WDG4,ER,2018,93,109,148,99.911,2.454,4.111,88.215,90.982,70.087,882.439,359.011,1.148,69.172,22.882,3.798,16,1,High
WDG4-1004,WDG4,ER,2018,94,109,150,101.496,2.419,5.048,87.687,88.467,71.364,845.601,357.871,1.238,70.692,22.82,3.282,15,1,High
WDG4-1004,WDG4,ER,2018,95,109,152,98.197,2.188,5.054,85.239,85.408,75.842,812.305,358.981,1.132,68.573,22.801,3.489,14,1,High
WDG4-1004,WDG4,ER,2018,96,109,154,101.794,2.37,4.225,86.084,85.432,73.875,830.725,352.056,1.357,67.858,22.13,3.591,13,1,High
WDG4-1004,WDG4,ER,2018,97,109,156,103.883,2.327,5.361,83.771,87.688,71.985,855.535,361.122,1.197,64.973,21.885,3.182,12,1,High
WDG4-1004,WDG4,ER,2018,98,109,158,106.442,2.339,5.18,86.182,96.356,78.324,844.625,364.515,1.137,75.731,22.138,3.366,11,1,High
WDG4-1004,WDG4,ER,2018,99,109,160,111.388,1.966,5.47,86.727,92.854,76.775,819.237,389.536,1.127,65.631,21.545,3.515,10,1,Critical
WDG4-1004,WDG4,ER,2018,100,109,162,110.228,1.972,6.135,81.015,93.323,75.932,797.226,361.75,1.088,71.676,21.537,3.332,9,1,Critical
WDG4-1004,WDG4,ER,2018,101,109,164,111.424,2.095,5.755,82.866,95.933,79.648,841.174,380.192,1.028,71.184,22.394,3.431,8,1,Critical
WDG4-1004,WDG4,ER,2018,102,109,166,115.211,2.003,6.558,80.101,100.732,75.935,842.17,386.887,1.053,77.509,21.847,3.202,7,1,Critical
WDG4-1004,WDG4,ER,2018,103,109,168,112.373,1.925,6.835,82.306,93.695,80.276,836.383,381.304,1.038,70.977,20.807,3.196,6,1,Critical
WDG4-1004,WDG4,ER,2018,104,109,170,115.503,2.038,7.089,79.714,98.1,85.37,839.551,390.14,0.958,68.299,21.882,3.048,5,1,Critical
WDG4-1004,WDG4,ER,2018,105,109,172,119.845,1.675,7.139,80.287,97.72,81.961,786.005,388.699,0.986,77.346,20.411,2.757,4,1,Critical
WDG4-1004,WDG4,ER,2018,106,109,174,121.207,1.896,7.324,76.234,92.294,87.287,773.729,389.241,0.831,81.211,21.193,3.113,3,1,Critical
WDG4-1004,WDG4,ER,2018,107,109,176,122.166,1.629,7.631,78.336,100.034,88.103,763.386,393.263,0.865,64.398,20.691,2.899,2,1,Critical
WDG4-1004,WDG4,ER,2018,108,109,178,126.928,1.476,8.125,77.786,97.398,88.144,822.525,407.096,0.82,77.198,21.271,3.102,1,1,Critical
WDG4-1004,WDG4,ER,2018,109,109,180,127.64,1.113,8.247,78.458,99.313,89.444,778.58,385.02,0.834,80.907,19.99,3.0,0,1,Critical
WDG4-1005,WDG4,CR,2020,1,105,-32,83.207,3.546,1.522,94.355,77.122,60.768,914.407,322.75,1.754,71.184,24.746,4.465,104,0,Low
WDG4-1005,WDG4,CR,2020,2,105,-30,85.409,3.519,2.088,92.224,80.864,55.906,919.612,326.271,1.811,77.509,24.331,4.28,103,0,Low
WDG4-1005,WDG4,CR,2020,3,105,-28,80.921,3.51,2.117,95.091,72.727,59.049,918.213,317.379,1.831,70.977,23.428,4.321,102,0,Low
WDG4-1005,WDG4,CR,2020,4,105,-26,82.334,3.694,2.114,93.187,75.987,62.897,925.946,322.774,1.786,68.299,24.646,4.22,101,0,Low
WDG4-1005,WDG4,CR,2020,5,105,-24,84.891,3.405,1.896,94.476,74.418,58.192,877.144,317.758,1.851,77.346,23.324,3.979,100,0,Low
WDG4-1005,WDG4,CR,2020,6,105,-22,84.403,3.701,1.803,91.164,67.758,62.173,869.789,314.591,1.734,81.211,24.26,4.387,99,0,Low
WDG4-1005,WDG4,CR,2020,7,105,-20,83.445,3.513,1.822,94.034,74.22,61.595,864.545,314.772,1.807,64.398,23.917,4.225,98,0,Low
WDG4-1005,WDG4,CR,2020,8,105,-18,86.223,3.442,2.019,94.279,70.262,60.194,928.96,324.63,1.803,77.198,24.663,4.483,97,0,Low
WDG4-1005,WDG4,CR,2020,9,105,-16,84.884,3.164,1.834,95.773,70.809,60.003,890.47,298.445,1.859,80.907,23.553,4.438,96,0,Low
WDG4-1005,WDG4,CR,2020,10,105,-14,81.504,3.205,2.013,97.039,75.519,60.567,889.611,350.299,1.686,79.895,24.121,3.887,95,0,Low
WDG4-1005,WDG4,CR,2020,11,105,-12,83.278,3.414,2.17,93.678,71.519,56.69,905.451,318.182,1.712,68.661,23.676,4.337,94,0,Low
WDG4-1005,WDG4,CR,2020,12,105,-10,89.668,3.278,1.562,92.935,77.683,57.013,914.653,335.953,1.702,71.323,23.771,4.051,93,0,Low
WDG4-1005,WDG4,CR,2020,13,105,-8,79.543,3.353,1.859,97.315,69.216,59.587,932.636,353.978,1.966,72.989,24.025,4.111,92,0,Low
WDG4-1005,WDG4,CR,2020,14,105,-6,79.475,3.787,1.899,93.144,73.504,59.012,884.043,311.396,1.84,79.036,24.304,4.212,91,0,Low
WDG4-1005,WDG4,CR,2020,15,105,-4,82.427,3.273,2.36,90.389,77.984,59.613,891.608,331.509,1.799,64.287,23.855,4.483,90,0,Low
WDG4-1005,WDG4,CR,2020,16,105,-2,81.483,3.516,1.873,89.456,74.75,62.086,913.818,338.731,1.744,79.259,23.476,4.284,89,0,Low
WDG4-1005,WDG4,CR,2020,17,105,0,78.941,3.529,2.258,95.167,71.978,62.88,918.859,330.377,1.787,67.037,24.339,4.599,88,0,Low
WDG4-1005,WDG4,CR,2020,18,105,2,82.449,3.497,2.333,95.625,77.387,62.401,897.25,308.222,1.906,59.014,24.071,4.264,87,0,Low
WDG4-1005,WDG4,CR,2020,19,105,4,81.389,3.417,1.9,95.559,80.858,63.089,919.0,325.057,1.779,75.72,24.345,3.975,86,0,Low
